date,precip_cumulative,swe,tmean
16-Jan-18,7.62,6.66,31
17-Jan-18,7.62,6.72,33
18-Jan-18,7.62,6.72,34
19-Jan-18,7.92,6.78,22
20-Jan-18,7.92,7.02,12
21-Jan-18,7.98,7.02,14
22-Jan-18,7.98,6.96,22
23-Jan-18,7.98,6.96,21
24-Jan-18,7.98,6.78,23
25-Jan-18,8.34,7.14,16
26-Jan-18,8.34,7.14,13
27-Jan-18,8.4,7.02,28
28-Jan-18,8.4,6.9,31
29-Jan-18,8.4,6.72,32
30-Jan-18,8.4,6.84,31
31-Jan-18,8.4,6.9,31
1-Feb-18,8.4,6.9,35
2-Feb-18,8.4,6.9,35
3-Feb-18,8.4,6.9,35
4-Feb-18,8.4,7.2,33
5-Feb-18,8.4,7.44,32
6-Feb-18,8.4,7.62,33
7-Feb-18,8.4,7.56,34
8-Feb-18,8.4,7.68,35
9-Feb-18,8.4,8.16,34
10-Feb-18,8.46,8.82,31
11-Feb-18,8.46,8.58,26
12-Feb-18,8.46,8.58,19
13-Feb-18,8.46,8.22,21
14-Feb-18,8.46,7.56,19
15-Feb-18,8.46,7.32,22
16-Feb-18,8.46,6.72,28
17-Feb-18,8.46,7.2,30
18-Feb-18,8.52,6.6,25
19-Feb-18,8.52,4.32,7
20-Feb-18,8.58,4.68,6
21-Feb-18,8.64,4.74,10
22-Feb-18,8.64,4.56,10
23-Feb-18,8.94,4.74,8
24-Feb-18,9,4.8,9
25-Feb-18,9.12,4.68,17
26-Feb-18,9.12,4.74,15
27-Feb-18,9.18,4.8,18
28-Feb-18,9.18,4.8,18
1-Mar-18,10.98,4.74,23
2-Mar-18,11.58,5.22,21
3-Mar-18,12,5.52,14
4-Mar-18,12.06,5.52,10
5-Mar-18,12.06,5.52,16
6-Mar-18,12.06,5.52,23
7-Mar-18,12.06,5.88,28
8-Mar-18,12.06,6.18,29
9-Mar-18,12.06,6.72,28
10-Mar-18,12.06,7.08,31
11-Mar-18,12.12,7.32,32
12-Mar-18,12.12,7.38,33
13-Mar-18,12.54,7.38,34
14-Mar-18,13.08,7.44,23
15-Mar-18,13.26,7.68,19
16-Mar-18,13.92,7.86,19
17-Mar-18,14.1,8.28,16
18-Mar-18,14.16,8.52,14
19-Mar-18,14.28,8.64,23
20-Mar-18,14.52,8.76,28
21-Mar-18,15.24,9.06,34
22-Mar-18,16.92,9.54,30
23-Mar-18,17.94,10.8,23
24-Mar-18,17.94,11.28,17
25-Mar-18,18.06,11.7,18
26-Mar-18,18.12,11.94,18
27-Mar-18,18.12,12.06,31
28-Mar-18,18.12,12.24,36
29-Mar-18,18.12,12.3,35
30-Mar-18,18.12,12.24,36
31-Mar-18,18.18,12.18,35
1-Apr-18,18.18,12,36
2-Apr-18,18.18,11.88,33
3-Apr-18,18.18,11.7,35
4-Apr-18,18.18,11.4,38
5-Apr-18,18.18,11.1,38
6-Apr-18,18.54,10.98,38
7-Apr-18,20.16,10.8,35
8-Apr-18,20.22,10.26,32
9-Apr-18,20.28,10.02,40
10-Apr-18,20.28,9.6,40
11-Apr-18,20.28,9.42,37
12-Apr-18,20.34,9.12,19
13-Apr-18,20.4,9,29
14-Apr-18,20.4,8.82,35
15-Apr-18,20.46,8.4,34
16-Apr-18,20.76,7.92,20
17-Apr-18,20.82,7.92,22
18-Apr-18,20.82,7.92,28
19-Apr-18,20.82,7.92,26
20-Apr-18,20.94,7.8,36
21-Apr-18,20.94,7.44,41
22-Apr-18,20.94,6.48,41
23-Apr-18,20.94,4.44,41
24-Apr-18,21,3.3,42
25-Apr-18,21,3.12,44
26-Apr-18,21,2.34,45
27-Apr-18,21,1.86,38
28-Apr-18,21,1.2,33
29-Apr-18,21,1.32,31
30-Apr-18,21,1.26,30
1-May-18,21,1.32,31
2-May-18,21,1.14,34
3-May-18,21.06,1.14,39
4-May-18,21.12,0.96,43
5-May-18,21.12,0.78,43
6-May-18,21.18,0.54,47
7-May-18,21.24,0.42,48
8-May-18,21.24,0.24,48
9-May-18,21.24,0.18,45
10-May-18,21.24,0.18,44
11-May-18,21.24,0.18,38
12-May-18,21.24,0.12,34
13-May-18,21.24,0.06,38
14-May-18,21.72,0,41
15-May-18,21.72,0.12,39
16-May-18,21.72,0.06,37
17-May-18,21.72,0.12,39
18-May-18,21.78,0.12,42
19-May-18,21.78,0.18,41
20-May-18,21.78,0.12,42
21-May-18,21.78,0.12,42
22-May-18,21.9,0.06,41
23-May-18,21.96,0.06,44
24-May-18,22.14,0.12,44
25-May-18,22.14,0.24,38
26-May-18,22.14,0,37
27-May-18,22.14,0.12,42
28-May-18,22.32,0.12,49
29-May-18,22.32,0.18,49
30-May-18,22.32,0.18,47
31-May-18,22.32,0.18,40
1-Jun-18,22.32,0.18,48
2-Jun-18,22.38,0.3,53
3-Jun-18,22.38,0.3,53
4-Jun-18,22.38,0.36,52
5-Jun-18,22.38,0.36,49
6-Jun-18,22.38,0.3,48
7-Jun-18,22.38,0.24,47
8-Jun-18,22.38,0.24,49
9-Jun-18,22.38,0.24,43
10-Jun-18,22.38,0.18,45
11-Jun-18,22.44,0.24,52
12-Jun-18,22.44,0.36,57
13-Jun-18,22.5,0.36,56
14-Jun-18,22.5,0.36,53
15-Jun-18,22.5,0.3,50
16-Jun-18,22.5,0.3,47
17-Jun-18,22.5,0.24,40
18-Jun-18,22.5,0.24,45
19-Jun-18,22.56,0.24,52
20-Jun-18,22.56,0.36,55
21-Jun-18,22.56,0.3,53
22-Jun-18,22.56,0.36,55
23-Jun-18,22.62,0.36,56
24-Jun-18,22.68,0.36,60
25-Jun-18,22.74,0.36,59
26-Jun-18,22.74,0,58
27-Jun-18,22.74,0.06,56
28-Jun-18,22.74,0,50
29-Jun-18,22.74,0,52
30-Jun-18,22.74,0.06,58
1-Jul-18,22.74,0.12,58
2-Jul-18,22.74,0.06,57
3-Jul-18,22.74,0.06,53
4-Jul-18,22.74,0.06,53
5-Jul-18,22.74,0,51
6-Jul-18,22.74,0.06,57
7-Jul-18,22.74,0,59
8-Jul-18,22.8,0.06,61
9-Jul-18,22.8,0.06,57
10-Jul-18,22.8,0.06,59
11-Jul-18,22.86,0.12,60
12-Jul-18,22.86,0.18,59
13-Jul-18,22.86,0.12,58
14-Jul-18,23.04,0,56
15-Jul-18,23.04,0.12,59
16-Jul-18,23.04,0.06,59
17-Jul-18,23.1,0,61
18-Jul-18,23.16,0,62
19-Jul-18,23.22,0,58
20-Jul-18,23.82,0,53
21-Jul-18,23.82,0.06,55
22-Jul-18,23.82,0,54
23-Jul-18,23.94,0,55
24-Jul-18,23.94,0.06,59
25-Jul-18,24,0.12,59
26-Jul-18,24,0.12,59
27-Jul-18,24,0,60
28-Jul-18,24,0,59
29-Jul-18,24,0,59
30-Jul-18,24.06,0,59
31-Jul-18,24.06,0,59
1-Aug-18,48.66,0,59
2-Aug-18,48.66,-9999,57
3-Aug-18,48.66,0,54
4-Aug-18,48.66,0,52
5-Aug-18,48.66,0,50
6-Aug-18,48.66,0,52
7-Aug-18,48.66,0,58
8-Aug-18,48.66,0,58
9-Aug-18,48.66,0,59
10-Aug-18,48.66,0,59
11-Aug-18,48.66,0,58
12-Aug-18,48.66,0,58
13-Aug-18,48.66,0,55
14-Aug-18,48.66,0,54
15-Aug-18,48.68,0,55
16-Aug-18,48.68,0,56
17-Aug-18,48.69,0,56
18-Aug-18,48.69,0,57
19-Aug-18,48.69,0,57
20-Aug-18,48.71,0,54
21-Aug-18,48.71,98.16,52
22-Aug-18,48.71,97.44,50
23-Aug-18,48.71,97.68,50
24-Aug-18,48.71,97.56,49
25-Aug-18,48.72,97.44,49
26-Aug-18,48.73,97.56,49
27-Aug-18,48.73,97.68,48
28-Aug-18,48.75,97.8,51
29-Aug-18,48.75,98.04,51
30-Aug-18,48.76,97.68,48
31-Aug-18,48.76,97.56,47
1-Sep-18,48.77,97.68,50
2-Sep-18,48.77,97.68,53
3-Sep-18,48.79,97.68,51
4-Sep-18,49.2,97.56,47
5-Sep-18,49.21,98.28,49
6-Sep-18,49.22,97.92,51
7-Sep-18,49.24,97.8,54
8-Sep-18,49.24,97.68,51
9-Sep-18,49.24,97.2,49
10-Sep-18,49.27,97.8,50
11-Sep-18,49.27,97.8,48
12-Sep-18,49.27,97.92,45
13-Sep-18,49.27,97.56,44
14-Sep-18,49.27,97.56,47
15-Sep-18,49.28,97.68,49
16-Sep-18,49.28,97.2,43
17-Sep-18,49.28,97.08,43
18-Sep-18,49.28,97.2,44
19-Sep-18,49.29,97.2,42
20-Sep-18,49.29,97.2,46
21-Sep-18,49.31,97.44,47
22-Sep-18,49.31,97.44,44
23-Sep-18,49.31,97.2,43
24-Sep-18,49.32,96.96,45
25-Sep-18,49.32,97.56,49
26-Sep-18,49.34,97.32,49
27-Sep-18,49.34,97.32,50
28-Sep-18,49.34,97.56,48
29-Sep-18,49.35,97.44,48
30-Sep-18,49.35,97.56,45
1-Oct-18,0.01,97.56,48
2-Oct-18,0.01,97.8,44
3-Oct-18,0.01,98.76,40
4-Oct-18,0.08,8.2,38
5-Oct-18,0.08,8.2,38
6-Oct-18,0.08,0.29,38
7-Oct-18,0.1,0.16,36
8-Oct-18,0.1,0.16,37
9-Oct-18,0.1,0.15,37
10-Oct-18,0.11,0.13,34
11-Oct-18,0.11,0.19,36
12-Oct-18,0.11,0.17,41
13-Oct-18,0.11,0.15,39
14-Oct-18,0.11,0.15,36
15-Oct-18,0.11,0.16,37
16-Oct-18,0.11,0.15,37
17-Oct-18,0.11,0.16,36
18-Oct-18,0.12,0.15,37
19-Oct-18,0.12,0.14,40
20-Oct-18,0.13,0.14,38
21-Oct-18,0.13,0.13,36
22-Oct-18,0.13,0.16,36
23-Oct-18,0.13,0.16,34
24-Oct-18,0.13,0.15,37
25-Oct-18,0.13,0.13,39
26-Oct-18,0.14,0.13,41
27-Oct-18,0.14,0.13,39
28-Oct-18,0.14,0.15,37
29-Oct-18,0.14,0.14,34
30-Oct-18,0.14,0.18,31
31-Oct-18,0.14,0.18,38
1-Nov-18,0.15,0.15,43
2-Nov-18,0.15,0.16,39
3-Nov-18,0.15,0.17,39
4-Nov-18,0.16,0.13,40
5-Nov-18,0.16,0.18,37
6-Nov-18,0.16,0.18,34
7-Nov-18,0.16,0.17,33
8-Nov-18,0.17,0.11,29
9-Nov-18,0.17,0,32
10-Nov-18,0.17,0,28
11-Nov-18,0.17,0,29
12-Nov-18,0.18,0,31
13-Nov-18,0.19,0.02,33
14-Nov-18,0.19,0.09,34
15-Nov-18,0.19,0.05,33
16-Nov-18,0.19,0.03,31
17-Nov-18,0.19,0.02,29
18-Nov-18,0.2,0.02,29
19-Nov-18,0.2,0,26
20-Nov-18,0.21,0,29
21-Nov-18,0.75,0.02,29
22-Nov-18,1.76,1.45,27
23-Nov-18,2.08,1.66,31
24-Nov-18,2.16,1.95,32
25-Nov-18,2.16,1.97,28
26-Nov-18,2.16,1.84,29
27-Nov-18,2.6,1.89,31
28-Nov-18,3.66,2.81,29
29-Nov-18,4.94,3.7,26
30-Nov-18,5.16,4.79,19
1-Dec-18,5.4,4.48,12
2-Dec-18,5.42,5.1,9
3-Dec-18,5.43,4.75,13
4-Dec-18,5.55,5.21,24
5-Dec-18,5.71,5.41,27
6-Dec-18,5.74,5.48,25
7-Dec-18,5.74,5.3,18
8-Dec-18,5.74,5.14,16
9-Dec-18,5.76,5.19,19
10-Dec-18,5.76,5.28,18
11-Dec-18,5.76,5.19,18
12-Dec-18,5.77,5.26,20
13-Dec-18,5.79,5.29,24
14-Dec-18,5.79,5.31,25
15-Dec-18,5.79,5.22,21
16-Dec-18,5.81,5.29,30
17-Dec-18,6.05,5.56,27
18-Dec-18,6.05,5.61,24
19-Dec-18,6.05,5.45,22
20-Dec-18,6.05,5.46,23
21-Dec-18,6.47,5.84,28
22-Dec-18,6.47,5.65,23
23-Dec-18,6.5,5.86,30
24-Dec-18,6.81,5.9,26
25-Dec-18,6.81,6.29,17
26-Dec-18,6.81,6.06,17
27-Dec-18,6.81,6.18,10
28-Dec-18,6.82,6.2,17
29-Dec-18,6.87,6.26,26
30-Dec-18,6.87,5.96,21
31-Dec-18,6.87,5.94,9
1-Jan-19,6.87,5.86,19
2-Jan-19,6.9,6.24,29
3-Jan-19,6.9,5.98,24
4-Jan-19,6.91,6.07,23
5-Jan-19,7.57,6.13,21
6-Jan-19,8.77,7.18,20
7-Jan-19,8.89,8.53,27
8-Jan-19,8.93,8.67,31
9-Jan-19,9.34,8.88,27
10-Jan-19,9.34,9.23,14
11-Jan-19,9.34,9.16,17
12-Jan-19,9.34,9.35,19
13-Jan-19,9.34,9.37,15
14-Jan-19,9.37,9.53,20
15-Jan-19,9.57,9.68,23
16-Jan-19,10.13,10.28,29
17-Jan-19,11.09,11.82,27
18-Jan-19,11.65,12.34,28
19-Jan-19,11.82,12.43,27
20-Jan-19,12.22,12.44,22
21-Jan-19,12.34,13.45,13
22-Jan-19,12.35,13.27,18
23-Jan-19,12.35,13.35,23
24-Jan-19,12.36,13.44,21
25-Jan-19,12.37,13.35,23
26-Jan-19,12.65,13.55,36
27-Jan-19,12.67,13.58,32
28-Jan-19,12.67,13.46,31
29-Jan-19,12.68,13.47,31
30-Jan-19,12.68,13.39,28
31-Jan-19,12.68,13.46,30
1-Feb-19,12.72,13.24,28
2-Feb-19,14,13.83,26
3-Feb-19,14.03,15.37,-9999
4-Feb-19,16.92,-9999,-9999
5-Feb-19,17.63,20.52,4
6-Feb-19,17.84,20.8,1
7-Feb-19,17.87,20.69,5
8-Feb-19,17.87,20.79,9
9-Feb-19,18.34,21.6,17
10-Feb-19,18.66,22.38,9
11-Feb-19,18.66,22.71,-9999
12-Feb-19,18.88,-9999,-9999
13-Feb-19,19.49,23.49,30
14-Feb-19,19.49,24.91,27
15-Feb-19,19.49,26.38,16
16-Feb-19,19.49,27.17,13
17-Feb-19,19.56,27.43,8
18-Feb-19,19.66,27.55,0
19-Feb-19,19.82,27.41,6
20-Feb-19,19.85,27.78,12
21-Feb-19,19.86,28.17,7
22-Feb-19,19.87,28.16,6
23-Feb-19,19.89,28.19,12
24-Feb-19,19.89,28.54,24
25-Feb-19,19.89,28.61,27
26-Feb-19,19.89,28.6,29
27-Feb-19,26.3,29.04,30
28-Feb-19,26.3,29.29,29
1-Mar-19,26.38,29.27,28
2-Mar-19,27.68,29.55,29
3-Mar-19,27.84,30.94,28
4-Mar-19,27.85,30.84,27
5-Mar-19,28.1,30.84,27
6-Mar-19,28.25,31.84,27
7-Mar-19,28.3,32.8,22
8-Mar-19,28.31,32.9,16
9-Mar-19,28.38,32.8,13
10-Mar-19,28.45,32.98,14
11-Mar-19,28.48,32.91,20
12-Mar-19,28.51,33.05,21
13-Mar-19,28.51,32.95,16
14-Mar-19,28.55,32.94,19
15-Mar-19,28.55,32.95,24
16-Mar-19,28.65,32.91,26
17-Mar-19,30.13,32.17,27
18-Mar-19,30.29,32.55,29
19-Mar-19,30.29,32.85,30
20-Mar-19,30.61,33.08,29
21-Mar-19,30.77,33.03,26
22-Mar-19,30.77,33.13,24
23-Mar-19,30.88,33.14,25
24-Mar-19,30.93,33.27,22
25-Mar-19,30.99,33.52,28
26-Mar-19,31.02,33.4,32
27-Mar-19,31.91,32.42,29
28-Mar-19,32.28,34.11,24
29-Mar-19,32.3,34.25,21
30-Mar-19,32.33,34.16,25
31-Mar-19,32.36,34.15,30
1-Apr-19,32.47,33.44,33
2-Apr-19,32.83,33.27,30
3-Apr-19,32.93,33.82,29
4-Apr-19,32.94,33.6,31
5-Apr-19,32.98,33.16,28
6-Apr-19,32.98,33.06,29
7-Apr-19,32.98,32.63,37
8-Apr-19,32.98,32.01,37
9-Apr-19,33.14,31.84,29
10-Apr-19,33.15,31.45,25
11-Apr-19,33.19,31.46,25
12-Apr-19,33.2,31.28,27
13-Apr-19,33.2,31.07,31
14-Apr-19,33.21,30.92,33
15-Apr-19,33.57,30.12,33
16-Apr-19,33.74,30.02,30
17-Apr-19,33.74,30.07,37
18-Apr-19,33.74,29.77,40
19-Apr-19,33.74,28.96,39
20-Apr-19,33.9,28.26,33
21-Apr-19,33.9,27.93,32
22-Apr-19,33.91,27.34,39
23-Apr-19,33.91,26.7,42
24-Apr-19,33.91,25.7,42
25-Apr-19,33.91,24.67,41
26-Apr-19,33.91,23.71,40
27-Apr-19,33.92,22.53,38
28-Apr-19,33.92,21.54,38
29-Apr-19,33.93,20.56,37
30-Apr-19,33.93,19.65,32
1-May-19,33.93,19.03,31
2-May-19,33.93,18.13,36
3-May-19,33.93,17.2,37
4-May-19,33.93,16.35,36
5-May-19,33.93,15.24,37
6-May-19,33.94,14.4,38
7-May-19,33.94,13.27,40
8-May-19,33.94,11.63,41
9-May-19,34.09,10.42,38
10-May-19,34.11,9.69,35
11-May-19,34.11,9.14,40
12-May-19,34.12,7.89,42
13-May-19,34.12,6.65,41
14-May-19,34.12,5.29,40
15-May-19,34.18,3.91,36
16-May-19,35.31,3.64,30
17-May-19,35.4,4.21,30
18-May-19,35.5,3.78,31
19-May-19,35.74,3.78,26
20-May-19,35.75,3.82,27
21-May-19,35.97,3.39,26
22-May-19,36.03,3.73,31
23-May-19,36.09,3.54,34
24-May-19,36.3,2.83,37
25-May-19,36.41,1.59,34
26-May-19,36.45,1.03,27
27-May-19,36.45,0.94,31
28-May-19,36.46,0.24,37
29-May-19,36.46,0.2,40
30-May-19,36.46,0.22,39
31-May-19,36.46,0.21,39
1-Jun-19,36.51,0.21,40
2-Jun-19,36.78,0.24,41
3-Jun-19,36.8,0.29,45
4-Jun-19,36.8,0.2,48
5-Jun-19,36.84,0.22,47
6-Jun-19,36.85,0.18,44
7-Jun-19,36.85,0.16,43
8-Jun-19,36.85,0.09,44
9-Jun-19,36.85,0.17,49
10-Jun-19,36.85,0.18,51
11-Jun-19,36.85,0.19,53
12-Jun-19,36.86,0.2,54
13-Jun-19,36.86,0.2,51
14-Jun-19,36.86,0.2,51
15-Jun-19,36.86,0.2,53
16-Jun-19,37.31,0.2,48
17-Jun-19,37.33,0.23,49
18-Jun-19,37.33,0.2,53
19-Jun-19,37.34,0.18,54
20-Jun-19,37.34,0.18,49
21-Jun-19,37.34,0.17,45
22-Jun-19,37.34,0.13,47
23-Jun-19,37.34,0.13,49
24-Jun-19,37.34,0.14,50
25-Jun-19,37.35,0.15,47
26-Jun-19,37.35,0.14,44
27-Jun-19,37.35,0.11,43
28-Jun-19,37.35,0.1,42
29-Jun-19,37.35,0.09,47
30-Jun-19,37.35,0.12,48
1-Jul-19,37.35,0.13,49
2-Jul-19,37.35,0.14,48
3-Jul-19,37.35,0.15,47
4-Jul-19,37.35,0.13,48
5-Jul-19,37.35,0.16,53
6-Jul-19,37.35,0.16,53
7-Jul-19,37.36,0.04,49
8-Jul-19,37.36,0,48
9-Jul-19,37.36,0,52
10-Jul-19,37.36,0,56
11-Jul-19,37.36,0.01,57
12-Jul-19,37.36,0.02,59
13-Jul-19,37.36,0.03,56
14-Jul-19,37.36,0.02,53
15-Jul-19,37.36,0,53
16-Jul-19,37.36,0.01,52
17-Jul-19,37.36,0,56
18-Jul-19,37.36,0,57
19-Jul-19,37.36,0,56
20-Jul-19,37.36,0,57
21-Jul-19,37.36,0,60
22-Jul-19,37.36,0,59
23-Jul-19,37.36,0,58
24-Jul-19,37.38,0,56
25-Jul-19,38.07,0,53
26-Jul-19,38.19,0.06,54
27-Jul-19,38.19,0.06,58
28-Jul-19,38.19,0.05,59
29-Jul-19,38.2,0.04,54
30-Jul-19,38.21,0.01,54
31-Jul-19,38.21,0,54
1-Aug-19,38.21,0,54
2-Aug-19,38.21,0,56
3-Aug-19,38.21,0,57
4-Aug-19,38.21,0.01,56
5-Aug-19,38.21,0,57
6-Aug-19,38.21,0.06,58
7-Aug-19,38.21,0.07,56
8-Aug-19,38.22,0.03,53
9-Aug-19,38.22,0.05,45
10-Aug-19,38.23,0.06,45
11-Aug-19,38.23,0.04,47
12-Aug-19,38.23,0.06,53
13-Aug-19,38.23,0.1,55
14-Aug-19,38.23,0.1,57
15-Aug-19,38.23,0.09,58
16-Aug-19,38.23,0.1,-9999
17-Aug-19,38.24,0.06,55
18-Aug-19,38.24,-9999,55
19-Aug-19,38.24,0.09,53
20-Aug-19,38.24,0.1,55
21-Aug-19,38.24,0.09,56
22-Aug-19,38.25,0.09,55
23-Aug-19,38.25,0.1,58
24-Aug-19,38.25,0.12,58
25-Aug-19,38.25,0.1,58
26-Aug-19,38.26,0.1,60
27-Aug-19,38.35,0.03,57
28-Aug-19,38.37,0.08,57
29-Aug-19,38.38,0.07,55
30-Aug-19,38.38,0.07,53
31-Aug-19,38.38,0.06,54
1-Sep-19,38.38,0.08,53
2-Sep-19,38.38,0.06,55
3-Sep-19,38.38,0.03,54
4-Sep-19,38.38,0.01,56
5-Sep-19,38.4,0,54
6-Sep-19,38.43,0,55
7-Sep-19,38.43,0,52
8-Sep-19,38.43,0,44
9-Sep-19,38.43,0,42
10-Sep-19,38.43,0,39
11-Sep-19,38.43,0,44
12-Sep-19,38.43,0,48
13-Sep-19,38.43,0,50
14-Sep-19,38.43,0,51
15-Sep-19,38.43,0,44
16-Sep-19,38.45,0,44
17-Sep-19,38.45,0,41
18-Sep-19,38.45,0,40
19-Sep-19,38.48,0,38
20-Sep-19,38.48,0,39
21-Sep-19,38.48,0,43
22-Sep-19,38.48,0,45
23-Sep-19,38.48,0,45
24-Sep-19,38.49,0,51
25-Sep-19,38.49,0,55
26-Sep-19,38.49,0,51
27-Sep-19,38.49,0,47
28-Sep-19,38.64,0,40
29-Sep-19,38.69,0,29
30-Sep-19,38.69,0,29
1-Oct-19,0,0,29
2-Oct-19,0,0,35
3-Oct-19,0,0,35
4-Oct-19,0,0,35
5-Oct-19,0,0,42
6-Oct-19,0,0,45
7-Oct-19,0,0,43
8-Oct-19,0,0,41
9-Oct-19,0,0,37
10-Oct-19,0,0,38
11-Oct-19,0,0,38
12-Oct-19,0,0,38
13-Oct-19,0,0,36
14-Oct-19,0,0,37
15-Oct-19,0,0,40
16-Oct-19,0,0,39
17-Oct-19,0,0,36
18-Oct-19,0,0,31
19-Oct-19,0,0,33
20-Oct-19,0,0,36
21-Oct-19,0,0,41
22-Oct-19,0,0,42
23-Oct-19,0.05,0,42
24-Oct-19,0.05,0,47
25-Oct-19,0.05,0,44
26-Oct-19,0.06,0,39
27-Oct-19,0.06,0,24
28-Oct-19,0.06,0.1,31
29-Oct-19,0.07,0.17,31
30-Oct-19,0.07,-9999,29
31-Oct-19,0.07,0.2,32
1-Nov-19,0.07,0.24,37
2-Nov-19,0.07,0.21,36
3-Nov-19,0.07,0.23,37
4-Nov-19,0.07,0.19,38
5-Nov-19,0.07,0.17,36
6-Nov-19,0.07,0.07,37
7-Nov-19,0.07,0.14,36
8-Nov-19,0.07,0.17,36
9-Nov-19,0.07,0.18,33
10-Nov-19,0.08,0.22,37
11-Nov-19,0.08,0.15,40
12-Nov-19,0.09,0.12,36
13-Nov-19,0.09,0.08,37
14-Nov-19,0.09,0,37
15-Nov-19,0.09,0,34
16-Nov-19,0.09,0.1,37
17-Nov-19,0.09,0.12,40
18-Nov-19,0.09,0.11,39
19-Nov-19,0.16,0.15,31
20-Nov-19,0.16,0,27
21-Nov-19,0.16,0,29
22-Nov-19,0.17,0.06,31
23-Nov-19,0.17,0.13,30
24-Nov-19,0.17,0,28
25-Nov-19,0.17,0,22
26-Nov-19,1.01,0,17
27-Nov-19,1.6,1.12,16
28-Nov-19,1.87,1.57,11
29-Nov-19,2.02,1.69,9
30-Nov-19,2.23,1.39,13
1-Dec-19,3.57,2.36,29
2-Dec-19,3.91,3.64,31
3-Dec-19,3.91,3.63,29
4-Dec-19,4.17,3.66,29
5-Dec-19,4.17,3.82,23
6-Dec-19,4.17,3.76,25
7-Dec-19,4.82,3.93,30
8-Dec-19,5.25,5.12,23
9-Dec-19,5.25,4.93,18
10-Dec-19,5.25,4.89,20
11-Dec-19,5.4,5.01,26
12-Dec-19,5.66,5.31,34
13-Dec-19,6.01,5.36,32
14-Dec-19,6.05,5.81,23
15-Dec-19,6.12,5.88,12
16-Dec-19,6.12,5.49,9
17-Dec-19,6.14,5.58,20
18-Dec-19,6.16,5.93,23
19-Dec-19,6.16,5.76,20
20-Dec-19,6.16,5.76,20
21-Dec-19,6.18,5.8,32
22-Dec-19,6.48,5.97,28
23-Dec-19,6.83,6.22,23
24-Dec-19,6.92,6.61,18
25-Dec-19,6.92,6.39,13
26-Dec-19,6.93,6.5,19
27-Dec-19,6.93,6.3,14
28-Dec-19,6.95,6.36,22
29-Dec-19,6.98,6.49,24
30-Dec-19,7.01,6.57,26
31-Dec-19,7.01,6.54,27
1-Jan-20,7.02,6.56,28
2-Jan-20,7.02,6.54,30
3-Jan-20,7.11,6.52,30
4-Jan-20,7.11,6.44,22
5-Jan-20,7.11,6.36,19
6-Jan-20,7.11,6.31,22
7-Jan-20,7.11,6.42,24
8-Jan-20,7.11,6.55,19
9-Jan-20,7.12,6.54,18
10-Jan-20,7.12,6.32,19
11-Jan-20,7.14,6.56,19
12-Jan-20,7.14,6.52,18
13-Jan-20,7.14,6.49,19
14-Jan-20,7.15,6.7,19
15-Jan-20,7.15,6.44,20
16-Jan-20,7.68,6.94,23
17-Jan-20,7.71,7.48,18
18-Jan-20,7.72,7.39,21
19-Jan-20,7.73,7.47,29
20-Jan-20,7.75,7.51,29
21-Jan-20,7.8,7.49,28
22-Jan-20,7.83,7.43,30
23-Jan-20,7.84,7.25,27
24-Jan-20,7.87,7.38,31
25-Jan-20,7.87,7.22,32
26-Jan-20,8.16,7.28,28
27-Jan-20,8.16,7.14,21
28-Jan-20,8.16,7.1,19
29-Jan-20,8.16,7.19,23
30-Jan-20,8.17,7.58,31
31-Jan-20,8.17,7.56,33
1-Feb-20,8.17,7.48,32
2-Feb-20,8.2,7.38,20
3-Feb-20,8.23,7.15,6
4-Feb-20,8.23,7.6,20
5-Feb-20,8.25,7.73,30
6-Feb-20,8.26,7.96,32
7-Feb-20,8.26,7.9,28
8-Feb-20,8.26,7.42,25
9-Feb-20,8.27,6.89,17
10-Feb-20,8.31,7.05,26
11-Feb-20,8.31,7.89,30
12-Feb-20,8.31,8.44,25
13-Feb-20,8.31,8.18,24
14-Feb-20,8.31,7.98,24
15-Feb-20,8.31,8.05,29
16-Feb-20,8.32,7.89,33
17-Feb-20,8.33,7.66,28
18-Feb-20,8.33,7.16,24
19-Feb-20,8.33,6.92,23
20-Feb-20,8.33,6.83,24
21-Feb-20,8.34,6.82,26
22-Feb-20,8.34,6.75,30
23-Feb-20,8.34,6.65,28
24-Feb-20,8.34,6.56,30
25-Feb-20,8.34,6.37,34
26-Feb-20,8.34,6.07,32
27-Feb-20,8.34,5.65,32
28-Feb-20,8.34,5.1,32
29-Feb-20,8.39,4.75,31
1-Mar-20,8.7,4.72,21
2-Mar-20,8.73,4.63,27
3-Mar-20,8.73,4.33,36
4-Mar-20,8.73,4.21,33
5-Mar-20,8.74,3.93,32
6-Mar-20,8.74,3.62,34
7-Mar-20,8.8,3.26,27
8-Mar-20,8.8,3.26,23
9-Mar-20,8.81,3.51,30
10-Mar-20,8.82,3.13,32
11-Mar-20,8.82,2.71,32
12-Mar-20,8.82,2.36,36
13-Mar-20,8.83,2.15,33
14-Mar-20,9.01,2.08,29
15-Mar-20,9.43,1.99,24
16-Mar-20,9.91,2.24,23
17-Mar-20,10.05,2.65,14
18-Mar-20,10.08,2.82,13
19-Mar-20,10.42,3.35,17
20-Mar-20,10.52,3.39,16
21-Mar-20,10.6,3.65,20
22-Mar-20,10.67,3.73,20
23-Mar-20,10.71,3.97,25
24-Mar-20,10.79,3.97,26
25-Mar-20,11.1,3.82,20
26-Mar-20,11.14,3.96,13
