date,precip_cumulative,swe,tmean
6-Sep-11,47.1,0,50
7-Sep-11,47.1,0,51
8-Sep-11,47.1,0,50
9-Sep-11,47.1,0,48
10-Sep-11,47.23,0,46
11-Sep-11,47.5,0,42
12-Sep-11,47.63,0,43
13-Sep-11,47.77,0,45
14-Sep-11,47.77,0,44
15-Sep-11,47.9,0,45
16-Sep-11,47.9,0,44
17-Sep-11,47.9,0,45
18-Sep-11,48.03,0,49
19-Sep-11,48.03,0,49
20-Sep-11,48.03,0,50
21-Sep-11,48.03,0,48
22-Sep-11,48.03,0,51
23-Sep-11,48.03,0,50
24-Sep-11,48.03,0,46
25-Sep-11,48.03,0,43
26-Sep-11,48.16,0,47
27-Sep-11,48.16,0,49
28-Sep-11,48.16,0,50
29-Sep-11,48.16,0,50
30-Sep-11,48.16,0,48
